"SUM_YRMTH","CZN_CD","COCT_CD","TRFFCVLM","SPD_AVG","PASNG_RUNTM_MINS","NMLT_CSCNT","REVISN_CSCNT","PSTM_STDV","PASNG_TM_CHANGE_CFFCN","MAX_PASNG_TM_MINS","MEDIAN_PASNG_TM_MINS","MINM_PASNG_TM_MINS","F15T85_PASNG_RUNTM_QNTL","LAST_CHANGE_DAYHMINSEC","ST_ND_NM","ST_ND_GPS_LAT","ST_ND_GPS_LONG","END_ND_NM","END_ND_GPS_LAT","END_ND_GPS_LONG"
"202310","0450CZS040","1","742763","88.28","280","89223","24","7.99","0.02","294","282","266","19","20231101083112","영산IC","35.454394","128.510914","남지IC","35.398752","128.482737"
"202310","0351CZE080","1","498544","99.83","669","89225","22","20.51","0.03","700","675","637","44","20231101083112","단성IC","35.289677","127.952645","산청IC","35.427264","127.859842"
"202310","0351CZS090","1","490487","98.44","269","89140","44","7.42","0.02","278","272","258","14","20231101083112","생초IC","35.481421","127.825060","산청IC","35.427264","127.859842"
"202310","0450CZS050","1","751204","86.21","483","89225","22","11.66","0.02","497","488","462","24","20231101083112","창녕IC","35.542562","128.476547","영산IC","35.454394","128.510914"
"202310","0450CZE040","1","860689","87.42","283","89222","25","4.62","0.01","291","283","275","11","20231101083112","남지IC","35.398752","128.482737","영산IC","35.454394","128.510914"
"202310","0351CZE090","1","511468","100.56","264","89139","44","8.23","0.03","275","267","251","16","20231101083112","산청IC","35.427264","127.859842","생초IC","35.481421","127.825060"
"202310","0351CZS100","1","516655","99.18","302","38171","33","10.70","0.03","318","301","284","23","20231101083112","함양JC","35.534589","127.769999","생초IC","35.481421","127.825060"
"202310","0010CZE055","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","통도사 하이패스IC","","","통도사IC","35.499951","129.095768"
"202310","0010CZS060","1","1093703","92.36","39","89198","34","0.96","0.02","40","39","37","2","20231101083112","서울주JC","","","통도사IC","35.499951","129.095768"
"202310","0120CZS160","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","함양JC","35.534589","127.769999","함양IC","35.533012","127.748030"
"202310","0120CZE155","1","255574","106.88","125","24474","635","3.85","0.03","136","125","120","11","20231101083112","서함양IC","","","함양IC","35.533012","127.748030"
"202310","0351CZE100","1","555770","99.17","302","38287","33","10.33","0.03","320","305","286","23","20231101083112","생초IC","35.481421","127.825060","함양JC","35.534589","127.769999"
"202310","0120CZE160","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","함양IC","35.533012","127.748030","함양JC","35.534589","127.769999"
"202310","0351CZS110","1","423886","101.30","228","576","5","6.51","0.02","242","229","218","16","20231101083112","지곡IC","35.587172","127.769638","함양JC","35.534589","127.769999"
"202310","0120CZS170","1","290392","103.61","839","40001","19","25.79","0.03","874","845","797","53","20231101083112","거창IC","35.678534","127.934455","함양JC","35.534589","127.769999"
"202310","0351CZE110","1","397398","97.52","237","1720","26","14.35","0.06","266","235","214","36","20231101083112","함양JC","35.534589","127.769999","지곡IC","35.587172","127.769638"
"202310","0351CZS120","1","492013","92.56","539","89146","77","13.65","0.02","584","543","521","44","20231101083112","서상IC","35.665827","127.673737","지곡IC","35.587172","127.769638"
"202310","0351CZE120","1","512975","89.98","555","89179","56","14.61","0.02","588","558","533","38","20231101083112","지곡IC","35.587172","127.769638","서상IC","35.665827","127.673737"
"202310","0351CZS130","1","473863","95.02","363","0","0","23.12","0.06","416","358","328","61","20231101083112","장수JC","35.731752","127.606757","서상IC","35.665827","127.673737"
"202310","0120CZE170","1","293072","102.21","851","37409","39","27.81","0.03","884","865","807","53","20231101083112","함양JC","35.534589","127.769999","거창IC","35.678534","127.934455"
"202310","0120CZS180","1","381132","103.35","369","84042","30","9.23","0.02","381","371","352","20","20231101083112","가조IC","35.703602","128.026782","거창IC","35.678534","127.934455"
"202310","0120CZE180","1","385742","98.57","387","76265","35","9.25","0.02","399","390","369","21","20231101083112","거창IC","35.678534","127.934455","가조IC","35.703602","128.026782"
"202310","0120CZS190","1","403227","93.65","568","89083","28","33.63","0.05","695","567","528","116","20231101083112","해인사IC","35.696454","128.183631","가조IC","35.703602","128.026782"
"202310","0120CZS200","1","455070","95.68","240","89223","29","10.18","0.04","274","241","224","35","20231101083112","고령IC","35.701553","128.250170","해인사IC","35.696454","128.183631"
"202310","0120CZE190","1","404863","93.15","571","83854","28","8.35","0.01","602","573","560","29","20231101083112","가조IC","35.703602","128.026782","해인사IC","35.696454","128.183631"
"202310","0100CZE160","1","1255304","93.29","355","89222","22","5.00","0.01","360","357","346","9","20231101083112","지수IC","35.227563","128.271946","군북IC","35.281605","128.324670"
"202310","0100CZS170","1","1332227","94.85","106","88227","26","1.80","0.01","108","106","102","4","20231101083112","장지IC","35.292003","128.350437","군북IC","35.281605","128.324670"
"202310","0150CZS170","1","481445","100.36","427","89191","22","9.90","0.02","446","430","412","23","20231101083112","춘장대IC","36.167864","126.601513","서천IC","36.098956","126.689189"
"202310","0150CZE160","1","378289","104.36","310","52963","2602","9.87","0.03","323","314","293","21","20231101083112","동서천JC","36.058328","126.772442","서천IC","36.098956","126.689189"
"202310","0252CZS010","1","414031","99.82","302","5273","0","12.52","0.04","329","299","284","31","20231101083112","연무IC","36.147589","127.060222","논산JC","36.081410","127.102452"
"202310","2510CZS010","1","619713","148.83","133","0","0","8.86","0.06","158","131","126","22","20231101083112","논산IC","36.122318","127.134608","논산JC","36.081410","127.102452"
"202310","0251CZE310","1","1362608","93.78","399","89185","36","25.80","0.06","524","397","381","100","20231101083112","익산IC","35.990710","127.113792","논산JC","36.081410","127.102452"
"202310","0351CZS170","1","474879","95.25","425","87479","22","4.84","0.01","433","426","417","11","20231101083112","추부IC","36.192921","127.485191","금산IC","36.103965","127.519715"
"202310","0351CZE160","1","414866","104.97","657","60738","75","15.56","0.02","677","662","631","32","20231101083112","무주IC","35.977236","127.645935","금산IC","36.103965","127.519715"
"202310","2510CZE010","1","471866","148.34","133","0","0","7.64","0.05","167","132","129","26","20231101083112","논산JC","36.081410","127.102452","논산IC","36.122318","127.134608"
"202310","2510CZS020","1","783042","96.99","351","89131","22","18.57","0.05","413","351","329","58","20231101083112","양촌 하이패스 IC","","","논산IC","36.122318","127.134608"
"202310","0120CZE130","1","280470","103.94","329","29276","30","10.10","0.03","346","331","313","23","20231101083112","남원IC","35.430614","127.397309","동남원IC","35.476010","127.477962"
"202310","0120CZS140","1","253393","96.34","429","19294","52","7.68","0.01","440","431","416","16","20231101083112","지리산IC","35.483706","127.588180","동남원IC","35.476010","127.477962"
"202310","0351CZS160","1","382097","102.63","672","81474","23","20.48","0.03","705","673","640","45","20231101083112","금산IC","36.103965","127.519715","무주IC","35.977236","127.645935"
"202310","0351CZE150","1","363976","103.10","559","52961","27","12.65","0.02","581","562","540","28","20231101083112","덕유산IC","35.842371","127.646644","무주IC","35.977236","127.645935"
"202310","0251CZS220","1","635059","99.51","306","89229","23","9.67","0.03","327","307","289","26","20231101083112","정읍IC","35.580675","126.833122","내장산IC","35.509329","126.802049"
"202310","0251CZE210","1","661064","99.14","333","89217","34","13.12","0.03","364","333","314","35","20231101083112","백양사IC","35.428373","126.803430","내장산IC","35.509329","126.802049"
"202310","0120CZE110","1","367004","103.84","630","83926","53","17.05","0.02","668","635","606","43","20231101083112","담양IC","35.281311","126.979881","순창IC","35.364006","127.132676"
"202310","0120CZS120","1","331864","102.35","617","55418","104","17.06","0.02","637","623","587","35","20231101083112","남원JC","35.405254","127.307426","순창IC","35.364006","127.132676"
"202310","0120CZS130","1","271742","103.91","329","29298","36","9.11","0.02","340","331","313","18","20231101083112","동남원IC","35.476010","127.477962","남원IC","35.430614","127.397309"
"202310","0120CZE125","1","280895","102.62","317","29638","223","9.61","0.03","328","320","302","18","20231101083112","남원JC","35.405254","127.307426","남원IC","35.430614","127.397309"
"202310","0150CZS090","1","489901","100.85","282","89229","22","8.78","0.03","301","283","268","23","20231101083112","선운산IC","35.509223","126.683600","고창IC","35.439848","126.663887"
"202310","0150CZE080","1","395742","100.28","143","76268","24","4.08","0.02","150","144","136","9","20231101083112","고창JC","35.417225","126.653116","고창IC","35.439848","126.663887"
"202310","0120CZE140","1","267965","100.15","413","24478","41","13.24","0.03","437","416","392","31","20231101083112","동남원IC","35.476010","127.477962","지리산IC","35.483706","127.588180"
"202310","0120CZS150","1","231608","101.22","500","19294","142","21.09","0.04","533","507","468","45","20231101083112","서함양IC","","","지리산IC","35.483706","127.588180"
"202310","0150CZE090","1","433694","106.62","267","89229","22","13.85","0.05","321","265","252","48","20231101083112","고창IC","35.439848","126.663887","선운산IC","35.509223","126.683600"
"202310","0150CZS100","1","496424","103.97","341","89229","22","12.28","0.03","364","343","324","28","20231101083112","줄포IC","35.596818","126.696567","선운산IC","35.509223","126.683600"
"202310","0251CZE220","1","628639","102.71","296","89229","23","9.42","0.03","320","297","282","26","20231101083112","내장산IC","35.509329","126.802049","정읍IC","35.580675","126.833122"
"202310","0251CZS230","1","584505","99.12","466","0","0","16.90","0.03","490","471","435","38","20231101083112","태인IC","35.661394","126.927709","정읍IC","35.580675","126.833122"
"202310","0251CZE230","1","494516","95.00","486","0","0","23.04","0.04","539","488","451","61","20231101083112","정읍IC","35.580675","126.833122","태인IC","35.661394","126.927709"
"202310","0251CZS240","1","723103","94.27","402","89216","23","11.00","0.02","432","403","383","34","20231101083112","금산사IC","35.736708","126.989266","태인IC","35.661394","126.927709"
"202310","0150CZS120","1","482118","97.16","516","84447","55","18.85","0.03","552","518","482","49","20231101083112","서김제IC","35.834670","126.839588","부안IC","35.726697","126.769328"
"202310","0150CZE110","1","536464","98.69","590","89227","22","13.95","0.02","623","592","568","38","20231101083112","줄포IC","35.596818","126.696567","부안IC","35.726697","126.769328"
"202310","0351CZE130","1","522195","100.93","342","50114","0","19.84","0.05","376","344","313","44","20231101083112","서상IC","35.665827","127.673737","장수JC","35.731752","127.606757"
"202310","0351CZS140","1","291303","104.79","496","42594","15","12.53","0.02","516","501","477","27","20231101083112","덕유산IC","35.842371","127.646644","장수JC","35.731752","127.606757"
"202310","0201CZE050","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","장수IC","35.715910","127.589576","장수JC","35.731752","127.606757"
"202310","0251CZE240","1","740589","98.56","385","89228","23","11.56","0.03","413","385","369","30","20231101083112","태인IC","35.661394","126.927709","금산사IC","35.736708","126.989266"
"202310","0251CZS250","1","403772","145.00","116","67981","6538","1.11","0.00","118","116","114","2","20231101083112","김제IC","35.775732","127.002507","금산사IC","35.736708","126.989266"
"202310","0251CZE250","1","420889","142.64","118","59596","10259","1.71","0.01","120","118","112","5","20231101083112","금산사IC","35.736708","126.989266","김제IC","35.775732","127.002507"
"202310","0251CZS260","1","693050","96.48","246","88195","22","6.75","0.02","255","248","230","17","20231101083112","서전주IC","35.827292","127.033924","김제IC","35.775732","127.002507"
"202310","0150CZE120","1","529750","104.20","481","84488","51","16.77","0.03","525","484","452","51","20231101083112","부안IC","35.726697","126.769328","서김제IC","35.834670","126.839588"
"202310","0150CZS130","1","433364","96.14","469","89223","21","17.82","0.03","496","472","436","42","20231101083112","동군산IC","35.945010","126.834079","서김제IC","35.834670","126.839588"
"202310","0351CZS150","1","298259","105.67","546","42476","26","16.73","0.03","571","549","522","34","20231101083112","무주IC","35.977236","127.645935","덕유산IC","35.842371","127.646644"
"202310","0351CZE140","1","357297","102.62","507","52962","15","14.03","0.02","535","511","487","33","20231101083112","장수JC","35.731752","127.606757","덕유산IC","35.842371","127.646644"
"202310","0251CZS310","1","1315891","96.08","390","89205","37","7.74","0.01","401","392","376","17","20231101083112","논산JC","36.081410","127.102452","익산IC","35.990710","127.113792"
"202310","0251CZE300","1","1377206","96.87","222","74959","36","4.70","0.02","230","224","215","10","20231101083112","익산JC","35.942877","127.089822","익산IC","35.990710","127.113792"
"202310","0251CZE260","1","653066","91.67","259","87103","25","21.46","0.08","362","259","235","88","20231101083112","김제IC","35.775732","127.002507","서전주IC","35.827292","127.033924"
"202310","0251CZS270","1","648237","93.52","232","89230","21","6.95","0.02","243","234","218","17","20231101083112","전주IC","35.878761","127.055519","서전주IC","35.827292","127.033924"
"202310","0251CZS190","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","장성JC","35.330022","126.804548","장성IC","35.285558","126.786961"
"202310","0251CZE180","1","806776","91.63","123","89188","39","3.22","0.02","138","123","119","13","20231101083112","남장성JC","","","장성IC","35.285558","126.786961"
"202310","0150CZS010","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","일로IC","34.857929","126.481227","목포IC","34.840956","126.424149"
"202310","0150CZE010","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","목포IC","34.840956","126.424149","일로IC","34.857929","126.481227"
"202310","0150CZS020","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","목포TG","34.863208","126.487080","일로IC","34.857929","126.481227"
"202310","0150CZE030","1","636466","99.07","590","89051","66","13.15","0.02","645","589","572","51","20231101083112","목포TG","34.863208","126.487080","무안IC","35.007344","126.492149"
"202310","0150CZS040","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","함평JC","35.029384","126.485722","무안IC","35.007344","126.492149"
"202310","0150CZE050","1","262142","107.74","260","19062","304","9.18","0.03","273","264","245","19","20231101083112","함평JC","35.029384","126.485722","함평IC","35.099258","126.481602"
"202310","0150CZS055","1","222874","106.96","264","16693","23","9.13","0.03","279","265","250","20","20231101083112","불갑산 하이패스IC","","","함평IC","35.099258","126.481602"
"202310","0251CZS050","1","569330","91.33","450","88610","20","7.25","0.01","463","452","437","18","20231101083112","옥과IC","35.258957","127.113853","곡성IC","35.226126","127.223258"
"202310","0251CZE040","1","508606","96.11","452","87099","18","23.62","0.05","507","452","424","58","20231101083112","석곡IC","35.127662","127.247060","곡성IC","35.226126","127.223258"
"202310","0251CZE080","1","505643","96.84","153","89171","0","4.40","0.02","168","152","147","14","20231101083112","창평IC","35.229165","126.997862","고서JC","35.224235","126.960602"
"202310","0251CZS090","1","1088123","85.22","125","88842","425","5.10","0.04","140","125","116","16","20231101083112","동광주TG","35.207546","126.939061","고서JC","35.224235","126.960602"
"202310","0120CZS090","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","담양JC","35.251980","126.969755","고서JC","35.224235","126.960602"
"202310","0251CZS080","1","506332","100.51","147","89179","0","2.27","0.01","152","147","143","6","20231101083112","고서JC","35.224235","126.960602","창평IC","35.229165","126.997862"
"202310","0251CZE070","1","453090","96.32","142","89106","0","6.34","0.04","168","140","136","22","20231101083112","대덕JC","35.246461","127.034151","창평IC","35.229165","126.997862"
"202310","0251CZE050","1","598884","96.56","426","88721","20","23.17","0.05","521","422","404","81","20231101083112","곡성IC","35.226126","127.223258","옥과IC","35.258957","127.113853"
"202310","0251CZS060","1","662340","102.20","269","0","0","12.90","0.04","320","266","256","44","20231101083112","대덕JC","35.246461","127.034151","옥과IC","35.258957","127.113853"
"202310","0120CZS110","1","368628","99.55","658","83936","51","14.44","0.02","677","661","632","31","20231101083112","순창IC","35.364006","127.132676","담양IC","35.281311","126.979881"
"202310","0120CZE100","1","467596","99.30","135","88619","463","2.58","0.01","139","136","130","6","20231101083112","담양JC","35.251980","126.969755","담양IC","35.281311","126.979881"
"202310","0150CZS070","1","193953","104.57","509","11518","5","20.92","0.04","555","514","480","52","20231101083112","고창JC","35.417225","126.653116","영광IC","35.298961","126.557538"
"202310","0150CZE060","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","불갑산 하이패스IC","","","영광IC","35.298961","126.557538"
"202310","0251CZS210","1","647298","95.11","347","89204","47","16.01","0.04","413","346","328","59","20231101083112","내장산IC","35.509329","126.802049","백양사IC","35.428373","126.803430"
"202310","0251CZE200","1","696205","95.97","452","88970","153","17.28","0.03","511","453","429","57","20231101083112","장성JC","35.330022","126.804548","백양사IC","35.428373","126.803430"
"202310","0010CZS070","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","언양JC","35.566603","129.129980","서울산IC","35.548686","129.120901"
"202310","0010CZE065","1","1113446","94.59","206","89214","22","3.80","0.01","211","207","198","9","20231101083112","서울주JC","","","서울산IC","35.548686","129.120901"
"202310","0010CZE070","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","서울산IC","35.548686","129.120901","언양JC","35.566603","129.129980"
"202310","0160CZS010","1","602462","93.11","463","89225","22","16.09","0.03","516","467","441","52","20231101083112","울산JCT","35.557342","129.250924","언양JC","35.566603","129.129980"
"202310","0010CZS080","1","891178","92.51","664","89225","22","13.62","0.02","682","668","641","28","20231101083112","활천IC","","","언양JC","35.566603","129.129980"
"202310","0150CZE130","1","478380","98.18","460","89219","21","12.42","0.02","507","460","443","44","20231101083112","서김제IC","35.834670","126.839588","동군산IC","35.945010","126.834079"
"202310","0150CZS140","1","438769","102.48","295","89229","23","11.14","0.03","312","295","277","24","20231101083112","군산IC","36.009107","126.799508","동군산IC","35.945010","126.834079"
"202310","0150CZE140","1","448938","101.34","298","89229","23","30.94","0.10","460","295","281","125","20231101083112","동군산IC","35.945010","126.834079","군산IC","36.009107","126.799508"
"202310","0150CZS150","1","562559","100.18","223","89226","24","8.37","0.03","248","223","210","26","20231101083112","동서천JC","36.058328","126.772442","군산IC","36.009107","126.799508"
"202310","0251CZE270","1","692146","88.03","247","89230","21","11.67","0.04","277","247","232","31","20231101083112","서전주IC","35.827292","127.033924","전주IC","35.878761","127.055519"
"202310","0251CZS280","1","784075","96.59","224","88901","310","6.66","0.02","237","225","212","17","20231101083112","삼례IC","35.924775","127.078948","전주IC","35.878761","127.055519"
"202310","0150CZE020","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","일로IC","34.857929","126.481227","목포TG","34.863208","126.487080"
"202310","0150CZS030","1","593808","97.38","600","88624","55","12.82","0.02","631","601","580","35","20231101083112","무안IC","35.007344","126.492149","목포TG","34.863208","126.487080"
"202310","0550CZE030","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","초정IC","35.233765","128.980207","대동TG","35.255258","128.983452"
"202310","0550CZS040","1","1688397","77.41","152","88927","320","8.26","0.05","174","152","139","24","20231101083112","대감JC","","","대동TG","35.255258","128.983452"
"202310","1020CZS050","1","807938","92.93","115","89184","19","3.06","0.02","123","114","109","9","20231101083112","창원JC","35.275155","128.642287","마산TG","35.254029","128.609964"
"202310","0100CZS030","1","501112","98.51","186","89188","79","1.89","0.01","190","186","182","5","20231101083112","동광양IC","34.963447","127.652075","광양IC","34.973472","127.603480"
"202310","0100CZE025","1","408804","104.15","241","0","0","8.15","0.03","251","246","228","16","20231101083112","순천JC","34.990951","127.540957","광양IC","34.973472","127.603480"
"202310","0100CZE050","1","497651","91.67","172","88533","0","4.55","0.02","178","174","165","9","20231101083112","옥곡IC","34.986069","127.709560","진월IC","34.980249","127.748320"
"202310","0100CZS060","1","464416","92.69","271","32459","3","7.45","0.03","281","273","257","16","20231101083112","하동IC","35.002561","127.814114","진월IC","34.980249","127.748320"
"202310","0100CZS050","1","495376","94.02","168","88976","0","5.06","0.03","175","170","159","11","20231101083112","진월IC","34.980249","127.748320","옥곡IC","34.986069","127.709560"
"202310","0100CZE040","1","483481","96.54","242","87629","1421","5.35","0.02","249","244","233","11","20231101083112","동광양IC","34.963447","127.652075","옥곡IC","34.986069","127.709560"
"202310","0100CZE030","1","513563","92.65","198","89193","74","3.77","0.01","202","199","191","7","20231101083112","광양IC","34.973472","127.603480","동광양IC","34.963447","127.652075"
"202310","0100CZS040","1","510738","91.04","257","78395","2959","13.66","0.05","293","258","238","38","20231101083112","옥곡IC","34.986069","127.709560","동광양IC","34.963447","127.652075"
"202310","0251CZE130","1","1285217","83.55","57","88714","553","1.41","0.02","60","57","55","3","20231101083112","용봉IC","35.184052","126.903329","서광주IC","35.184829","126.885211"
"202310","0251CZS140","1","1216219","69.76","116","88942","325","7.51","0.06","127","118","100","18","20231101083112","동림IC","35.192769","126.863733","서광주IC","35.184829","126.885211"
"202310","0251CZS130","1","1458564","80.14","59","88959","308","1.14","0.01","62","59","57","3","20231101083112","서광주IC","35.184829","126.885211","용봉IC","35.184052","126.903329"
"202310","0251CZE120","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","동광주IC","35.184370","126.927692","용봉IC","35.184052","126.903329"
"202310","0251CZS120","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","용봉IC","35.184052","126.903329","동광주IC","35.184370","126.927692"
"202310","0251CZE110","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","문흥JC","35.193103","126.929369","동광주IC","35.184370","126.927692"
"202310","0251CZE140","1","1694803","70.46","114","89120","147","3.31","0.02","123","115","108","10","20231101083112","서광주IC","35.184829","126.885211","동림IC","35.192769","126.863733"
"202310","0251CZS150","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","산월IC","35.203026","126.839619","동림IC","35.192769","126.863733"
"202310","0251CZE160","1","635430","100.48","70","87500","0","1.07","0.01","72","70","67","3","20231101083112","산월IC","35.203026","126.839619","광산IC","35.216513","126.828121"
"202310","0251CZS170","1","724012","93.28","77","88000","1117","3.08","0.04","82","77","72","7","20231101083112","북광산IC","","","광산IC","35.216513","126.828121"
"202310","0100CZE010","1","279985","97.13","140","7198","5","3.86","0.02","150","141","135","10","20231101083112","서순천IC","35.003157","127.482954","순천IC","34.987092","127.516457"
"202310","0100CZS020","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","순천JC","34.990951","127.540957","순천IC","34.987092","127.516457"
"202310","0100CZS010","1","485438","97.05","140","0","0","3.86","0.02","150","141","134","11","20231101083112","순천IC","34.987092","127.516457","서순천IC","35.003157","127.482954"
"202310","0251CZS010","1","557384","93.57","385","0","0","29.79","0.07","461","380","352","76","20231101083112","승주IC","35.014594","127.374610","서순천IC","35.003157","127.482954"
"202310","0251CZE020","1","533221","92.93","457","0","0","4.90","0.01","478","457","451","18","20231101083112","승주IC","35.014594","127.374610","주암IC","35.066991","127.270622"
"202310","0251CZS030","1","502924","96.16","277","88840","159","16.84","0.06","330","276","260","49","20231101083112","석곡IC","35.127662","127.247060","주암IC","35.066991","127.270622"
"202310","0251CZE010","1","566332","98.69","365","0","0","14.25","0.03","400","365","346","37","20231101083112","서순천IC","35.003157","127.482954","승주IC","35.014594","127.374610"
"202310","0251CZS020","1","534359","97.55","435","0","0","62.74","0.14","618","422","397","154","20231101083112","주암IC","35.066991","127.270622","승주IC","35.014594","127.374610"
"202310","0251CZS040","1","507183","92.22","471","87100","18","21.17","0.04","537","469","448","62","20231101083112","곡성IC","35.226126","127.223258","석곡IC","35.127662","127.247060"
"202310","0251CZE030","1","502905","96.26","277","88759","209","7.65","0.02","297","278","266","21","20231101083112","주암IC","35.066991","127.270622","석곡IC","35.127662","127.247060"
"202310","0100CZS070","1","645364","88.98","408","74683","223","6.54","0.01","424","410","397","18","20231101083112","진교IC","35.041557","127.905583","하동IC","35.002561","127.814114"
"202310","0100CZE060","1","466894","92.87","271","32481","2","7.22","0.02","285","273","258","18","20231101083112","진월IC","34.980249","127.748320","하동IC","35.002561","127.814114"
"202310","0251CZE090","1","796508","89.26","120","88670","596","1.51","0.01","123","119","116","4","20231101083112","고서JC","35.224235","126.960602","동광주TG","35.207546","126.939061"
"202310","0251CZS100","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","문흥JC","35.193103","126.929369","동광주TG","35.207546","126.939061"
"202310","0351CZS010","1","395480","87.45","180","89224","21","1.33","0.00","182","180","177","3","20231101083112","북통영IC","34.888432","128.412890","통영IC","34.866935","128.441836"
"202310","0150CZE100","1","539532","99.93","355","89228","23","10.24","0.02","385","355","341","30","20231101083112","선운산IC","35.509223","126.683600","줄포IC","35.596818","126.696567"
"202310","0150CZS110","1","502901","97.72","596","89227","22","18.39","0.03","640","600","567","51","20231101083112","부안IC","35.726697","126.769328","줄포IC","35.596818","126.696567"
"202310","0150CZE380","1","468824","54.39","277","110","2","23.82","0.29","320","276","242","54","20231101083112","일직JC","37.423819","126.894869","금천IC","37.460138","126.890802"
"202310","1000CZS040","1","2749129","78.19","230","89232","20","12.03","0.05","248","234","204","30","20231101083112","서하남IC","37.512420","127.151678","송파IC","37.474735","127.128842"
"202310","1000CZE030","1","2874996","85.28","209","89197","20","8.94","0.04","225","210","185","28","20231101083112","성남TG","37.435176","127.123223","송파IC","37.474735","127.128842"
"202310","0010CZE520","2","-1","0.00","-1","0","27","0.00","0.00","0","0","0","0","20231101083112","서초IC","37.483617","127.025842","반포IC","37.501391","127.019175"
"202310","0010CZE520","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","서초IC","37.483617","127.025842","반포IC","37.501391","127.019175"
"202310","0010CZS521","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","잠원IC","37.508890","127.016367","반포IC","37.501391","127.019175"
"202310","0010CZS521","2","-1","0.00","-1","0","27","0.00","0.00","0","0","0","0","20231101083112","잠원IC","37.508890","127.016367","반포IC","37.501391","127.019175"
"202310","1200CZE080","1","99882","77.15","227","8925","5","25.21","0.10","277","239","180","67","20231101083112","부천IC","37.524969","126.777720","신월IC","37.525806","126.831827"
"202310","1201CZS010","1","918638","65.56","382","8897","0","18.32","0.04","425","386","346","55","20231101083112","여의도JC","37.525559","126.905561","신월IC","37.525806","126.831827"
"202310","1000CZE070","1","3743551","66.66","164","0","0","17.90","0.10","194","167","116","54","20231101083112","상일IC","37.548756","127.179419","강일IC","37.570614","127.167775"
"202310","1000CZS080","1","1933195","71.85","49","89216","46","5.16","0.10","68","50","41","18","20231101083112","토평IC","37.581976","127.157930","강일IC","37.570614","127.167775"
"202310","1000CZS070","1","3932725","70.56","155","0","0","9.96","0.06","171","157","125","32","20231101083112","강일IC","37.570614","127.167775","상일IC","37.548756","127.179419"
"202310","1000CZE060","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","하남JC","37.531670","127.197280","상일IC","37.548756","127.179419"
"202310","0010CZS520","2","-1","0.00","-1","0","27","0.00","0.00","0","0","0","0","20231101083112","반포IC","37.501391","127.019175","서초IC","37.483617","127.025842"
"202310","0010CZS520","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","반포IC","37.501391","127.019175","서초IC","37.483617","127.025842"
"202310","0010CZE510","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","양재IC","37.463297","127.039921","서초IC","37.483617","127.025842"
"202310","0010CZE510","2","280","81.68","109","0","27","0.00","0.00","109","109","109","0","20231101083112","양재IC","37.463297","127.039921","서초IC","37.483617","127.025842"
"202310","0010CZS510","1","-1","0.00","-1","0","0","0.00","0.00","0","0","0","0","20231101083112","서초IC","37.483617","127.025842","양재IC","37.463297","127.039921"
"202310","0010CZS510","2","140","110.00","81","0","27","0.00","0.00","81","81","81","0","20231101083112","서초IC","37.483617","127.025842","양재IC","37.463297","127.039921"
"202310","0010CZE505","2","253561","80.96","300","26780","261","37.57","0.12","408","295","251","109","20231101083112","금토JC","","","양재IC","37.463297","127.039921"
"202310","0010CZE505","1","2580183","74.92","324","49701","233","54.58","0.16","483","326","248","164","20231101083112","금토JC","","","양재IC","37.463297","127.039921"
"202310","0500CZS200","1","787123","98.81","727","89232","31","14.33","0.01","754","732","704","35","20231101083112","문막IC","37.311719","127.826456","여주IC","37.252686","127.653370"
"202310","0500CZE190","1","669129","94.28","235","89224","21","8.12","0.03","264","236","221","30","20231101083112","여주JC","37.231846","127.590937","여주IC","37.252686","127.653370"
